brand,model_year,mileage,fuel_type,transmission,exterior_color,interior_color,accident,clean_title,price,engine_size_L,car_age,miles_per_year
MINI,2006,99600,Gasoline,Automatic,Orange,Black,None reported,Yes,5500,1.6,19,5242.105263157895
Acura,2013,198000,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,11000,2.0,12,16500.0
Lexus,2021,20598,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,No,42599,3.5,4,5149.5
Porsche,2013,52044,Gasoline,Manual,White,Gray,None reported,Yes,76500,3.8,12,4337.0
MINI,2022,23777,Gasoline,Manual,Gray,Black,None reported,Yes,30000,2.0,3,7925.666666666667
Ford,2018,60660,Gasoline,Automatic,Gold,Black,At least 1 accident or damage reported,Yes,46900,3.5,7,8665.714285714286
BMW,2015,26000,Gasoline,Automatic,White,Beige,None reported,Yes,14999,0.65,10,2600.0
Mazda,2018,61000,Gasoline,Unknown,Gray,Black,None reported,Yes,21800,2.5,7,8714.285714285714
Lexus,2020,53750,Gasoline,Automatic,Black,Red,None reported,Yes,32600,3.5,5,10750.0
BMW,2023,13735,Gasoline,Automatic,Black,Black,None reported,No,77897,4.4,2,6867.5
Mercedes-Benz,2019,32580,Gasoline,Automatic,Black,Beige,None reported,No,33998,2.0,6,5430.0
Porsche,2006,96275,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,52500,3.6,19,5067.105263157895
Ford,2015,162000,Diesel,Unknown,Red,Beige,None reported,Yes,32000,6.7,10,16200.0
BMW,2019,92040,Gasoline,Automatic,White,Black,None reported,Yes,24999,2.0,6,15340.0
RAM,2017,73690,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27000,5.7,8,9211.25
Toyota,2009,48750,Gasoline,Manual,Brown,Silver,None reported,Yes,17900,2.7,16,3046.875
Cadillac,2011,124542,Gasoline,Automatic,Gray,Beige,None reported,Yes,8450,3.0,14,8895.857142857143
Ford,2010,69000,Gasoline,Automatic,White,Black,None reported,Yes,20000,4.6,15,4600.0
Dodge,2004,148000,Diesel,Automatic,Black,Beige,None reported,Yes,19000,5.9,21,7047.619047619048
BMW,2006,122141,Gasoline,Manual,Silver,Black,None reported,Yes,10500,4.8,19,6428.473684210527
Subaru,2012,106000,Gasoline,Manual,Black,Black,None reported,Yes,15000,2.5,13,8153.846153846154
Ford,2017,113294,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,16500,2.0,8,14161.75
Kia,2021,24423,Gasoline,Automatic,Black,Black,None reported,No,44315,3.8,4,6105.75
Tesla,2022,28000,Gasoline,Automatic,Gray,White,None reported,Yes,68750,Unknown,3,9333.333333333334
RAM,2018,54800,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,37050,5.7,7,7828.571428571428
Ford,2017,161000,Gasoline,Automatic,Gray,Black,None reported,Yes,17500,3.5,8,20125.0
Mercedes-Benz,2019,28755,Gasoline,Automatic,Black,Black,None reported,Yes,61350,3.0,6,4792.5
Audi,2016,52105,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,20499,2.0,9,5789.444444444444
Nissan,2018,119950,Gasoline,Unknown,Black,Black,None reported,Yes,20999,5.6,7,17135.714285714286
Mercedes-Benz,2003,80081,Gasoline,Automatic,White,Beige,None reported,Yes,12500,5.0,22,3640.0454545454554
Bentley,2021,24500,Gasoline,Automatic,White,White,None reported,Yes,165000,4.0,4,6125.0
Jeep,2021,4100,Gasoline,Automatic,Black,Black,None reported,Yes,55000,3.6,4,1025.0
BMW,2020,9670,Gasoline,Unknown,Blue,Black,None reported,Yes,103500,3.0,5,1934.0
Dodge,2017,63250,Gasoline,Automatic,Red,Black,None reported,Yes,18650,3.6,8,7906.25
Lincoln,2017,69431,Gasoline,Automatic,Silver,Black,None reported,Yes,26500,2.7,8,8678.875
Toyota,2015,108044,Gasoline,Automatic,Black,unknown,None reported,Yes,31380,5.7,10,10804.4
BMW,2008,98000,Gasoline,Unknown,Black,Brown,None reported,Yes,13998,3.0,17,5764.705882352941
BMW,2019,52253,Gasoline,Unknown,White,Black,None reported,Yes,34500,2.0,6,8708.833333333334
Ford,2022,23850,Diesel,Automatic,Silver,Black,None reported,Yes,99750,6.7,3,7950.0
Mercedes-Benz,2015,1500,Diesel,Automatic,White,Gray,None reported,Yes,39500,3.0,10,150.0
Dodge,2021,40000,Gasoline,Automatic,Black,Black,None reported,Yes,32500,3.6,4,10000.0
Audi,2012,38718,Gasoline,Automatic,Black,Black,None reported,Yes,31000,3.0,13,2978.3076923076924
Toyota,2018,84184,Gasoline,Automatic,Gray,Gray,None reported,No,35998,3.5,7,12026.285714285714
Mercedes-Benz,2021,13344,Diesel,Automatic,Red,Black,None reported,Yes,56500,3.0,4,3336.0
INFINITI,2018,51850,Gasoline,Unknown,Black,Black,None reported,Yes,28900,3.0,7,7407.142857142857
Porsche,2002,119500,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,36995,3.6,23,5195.652173913043
Ford,2021,30918,Gasoline,Automatic,White,Beige,None reported,Yes,51999,3.5,4,7729.5
Chevrolet,2023,1100,Gasoline,Automatic,Gray,Beige,None reported,Yes,92000,6.2,2,550.0
Mercedes-Benz,2019,40000,Gasoline,Automatic,Blue,Black,None reported,Yes,27900,2.0,6,6666.666666666667
Jeep,2005,100500,Gasoline,Automatic,Black,Gray,None reported,Yes,9998,5.7,20,5025.0
Dodge,2020,54320,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,67000,6.2,5,10864.0
Mercedes-Benz,2018,49000,Gasoline,Automatic,Black,Black,None reported,Yes,23450,2.0,7,7000.0
Porsche,2020,28000,Gasoline,Automatic,Gray,Black,None reported,Yes,134999,3.0,5,5600.0
Porsche,2022,1750,Gasoline,Automatic,White,Black,None reported,Yes,275000,4.0,3,583.3333333333334
Cadillac,2007,130000,Gasoline,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,3499,4.6,18,7222.222222222223
Maserati,2023,3721,Gasoline,Automatic,White,Red,None reported,Yes,69645,2.0,2,1860.5
Mercedes-Benz,2016,78101,Gasoline,Automatic,Black,Black,None reported,Yes,34500,4.7,9,8677.888888888889
Chevrolet,2017,54000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,16000,1.5,8,6750.0
Nissan,2011,185000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,7500,3.5,14,13214.285714285714
Mercedes-Benz,2015,49000,Gasoline,Automatic,Blue,Beige,None reported,Yes,23500,1.8,10,4900.0
GMC,2024,2043,Gasoline,Automatic,White,Black,None reported,Yes,81500,6.6,1,2043.0
Lexus,2016,71750,Gasoline,Automatic,Black,Brown,None reported,Yes,28000,3.5,9,7972.222222222223
Chevrolet,2020,5194,Gasoline,Automatic,White,Other,None reported,No,87500,6.2,5,1038.8
BMW,2019,42200,Gasoline,Automatic,White,Black,None reported,Yes,27500,2.0,6,7033.333333333333
Mercedes-Benz,2020,42717,Gasoline,Automatic,Gold,Beige,None reported,Yes,33500,2.0,5,8543.4
Tesla,2016,102260,Gasoline,Automatic,White,Black,None reported,Yes,31300,Unknown,9,11362.222222222224
Chevrolet,2022,11089,Gasoline,Manual,Silver,Red,None reported,No,80900,6.2,3,3696.3333333333335
Jaguar,2018,37777,Gasoline,Unknown,Black,Black,None reported,Yes,32500,2.0,7,5396.714285714285
Ford,2021,35921,Gasoline,Automatic,Blue,Black,None reported,No,42995,2.7,4,8980.25
Ford,2023,1800,Gasoline,Automatic,Gray,Blue,Unknown,No,54900,2.3,2,900.0
Scion,2014,163019,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,8900,2.0,11,14819.90909090909
Mercedes-Benz,2020,14220,Gasoline,Automatic,Blue,Beige,None reported,Yes,35500,2.0,5,2844.0
Chevrolet,2019,48879,Gasoline,Automatic,Silver,Black,None reported,No,49573,5.3,6,8146.5
BMW,2002,117200,Gasoline,Automatic,Black,Black,None reported,Yes,15000,3.2,23,5095.652173913043
Ford,2016,25000,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,65000,5.0,9,2777.777777777778
BMW,2014,74500,Gasoline,Automatic,White,Gray,None reported,Yes,11499,0.65,11,6772.727272727273
INFINITI,2013,33300,Gasoline,Automatic,Gray,Black,None reported,Yes,21990,3.7,12,2775.0
Ford,2007,123921,Gasoline,Automatic,White,Beige,None reported,Yes,6900,5.4,18,6884.5
BMW,2021,12800,Gasoline,Automatic,Blue,Blue,None reported,Yes,39990,2.0,4,3200.0
Aston,2015,21100,Gasoline,Manual,Black,Black,None reported,Yes,80000,4.7,10,2110.0
Chevrolet,2009,104733,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,15000,5.3,16,6545.8125
Ford,2020,53000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,38500,3.5,5,10600.0
Lexus,2021,17570,Gasoline,Automatic,White,Black,None reported,No,39998,2.5,4,4392.5
RAM,2020,63875,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,41900,5.7,5,12775.0
Ford,2023,12500,Hybrid,Automatic,Silver,Black,None reported,Yes,29999,2.5,2,6250.0
BMW,2001,103990,Gasoline,Manual,Black,Beige,None reported,Yes,10500,3.0,24,4332.916666666667
Chevrolet,2022,7000,Gasoline,Manual,Blue,Black,None reported,Yes,50000,6.2,3,2333.333333333333
Chevrolet,2023,9000,Gasoline,Automatic,Blue,Black,None reported,Yes,92000,6.2,2,4500.0
Pontiac,2007,7800,Gasoline,Automatic,Silver,Black,None reported,Yes,19000,2.0,18,433.3333333333333
Cadillac,2017,69289,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,20997,3.6,8,8661.125
Toyota,2011,106000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,16600,3.5,14,7571.428571428572
Lincoln,2020,68000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,55999,3.5,5,13600.0
Toyota,2019,13828,Hybrid,CVT,Blue,Black,None reported,Yes,43000,3.5,6,2304.6666666666665
Audi,2018,39600,Gasoline,Unknown,White,Black,None reported,Yes,26999,2.0,7,5657.142857142857
Jeep,2003,92000,Gasoline,Manual,Gold,Black,None reported,Yes,12500,2.4,22,4181.818181818182
Toyota,2022,5020,Gasoline,Automatic,Black,Gray,None reported,Yes,36500,3.5,3,1673.3333333333333
Chevrolet,2007,107800,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15000,6.0,18,5988.888888888889
Audi,2019,23827,Gasoline,Automatic,Gray,Black,None reported,Yes,34995,2.0,6,3971.1666666666665
Audi,2020,25300,Hybrid,Automatic,White,Beige,None reported,Yes,39900,3.0,5,5060.0
Mercedes-Benz,2016,399000,Diesel,Automatic,Silver,unknown,At least 1 accident or damage reported,Yes,24500,3.0,9,44333.333333333336
Porsche,2005,46200,Gasoline,Manual,Silver,Black,None reported,Yes,49999,3.6,20,2310.0
Chevrolet,2022,3158,Gasoline,Automatic,Red,Red,None reported,Yes,85989,6.2,3,1052.6666666666667
GMC,2021,26000,Gasoline,Automatic,White,Black,None reported,Yes,30900,2.0,4,6500.0
Porsche,2020,12758,Gasoline,Automatic,Silver,Black,None reported,Yes,107900,3.0,5,2551.6
Chevrolet,2007,123500,Gasoline,Unknown,Red,Beige,At least 1 accident or damage reported,Yes,27000,6.0,18,6861.111111111111
Ford,2018,26840,Gasoline,Manual,White,Black,None reported,Yes,42500,5.0,7,3834.285714285714
Ford,2021,17836,Gasoline,Automatic,Silver,Black,None reported,Yes,31933,2.0,4,4459.0
Cadillac,2012,114500,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,16100,6.2,13,8807.692307692309
Chevrolet,2022,5400,Gasoline,Automatic,White,Black,None reported,Yes,89900,6.2,3,1800.0
Toyota,2016,17500,Gasoline,Automatic,Red,Gray,None reported,Yes,15100,1.8,9,1944.4444444444443
Chevrolet,2017,56000,Gasoline,Automatic,Blue,unknown,None reported,Yes,44600,4.8,8,7000.0
Chevrolet,2020,20800,Gasoline,Automatic,Black,Beige,None reported,Yes,19000,1.4,5,4160.0
Volkswagen,2015,107543,Gasoline,Unknown,Black,Black,None reported,Yes,13200,1.8,10,10754.3
Nissan,2012,206000,Gasoline,Unknown,Black,Black,None reported,Yes,5000,4.0,13,15846.153846153846
Ford,2018,37100,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,46000,5.0,7,5300.0
Land,2019,19813,Gasoline,Automatic,Silver,Beige,None reported,Yes,51900,3.0,6,3302.1666666666665
Kia,2010,208321,Gasoline,Automatic,White,Beige,None reported,Yes,3500,2.7,15,13888.066666666668
Lexus,2012,200000,Gasoline,Unknown,White,Beige,At least 1 accident or damage reported,Yes,9995,4.6,13,15384.615384615385
MINI,2012,66000,Gasoline,Automatic,White,Black,None reported,Yes,10999,1.6,13,5076.923076923077
Bentley,2018,41000,Gasoline,Automatic,Gray,Gray,None reported,Yes,113000,6.0,7,5857.142857142857
Volvo,2019,20623,Gasoline,Automatic,Silver,Black,None reported,Yes,36800,2.0,6,3437.1666666666665
Ford,2018,86000,Gasoline,Unknown,Black,Black,None reported,Yes,26900,3.5,7,12285.714285714286
Porsche,2022,1766,Gasoline,Automatic,Orange,Black,None reported,No,209995,4.0,3,588.6666666666666
Mercedes-Benz,2016,51354,Gasoline,Automatic,Blue,Black,None reported,Yes,73000,4.0,9,5706.0
Jeep,2021,38000,Gasoline,Unknown,Gray,Black,None reported,Yes,72980,6.4,4,9500.0
Toyota,2015,161000,Hybrid,CVT,Blue,Gray,None reported,Yes,11500,2.5,10,16100.0
Nissan,2012,74750,Gasoline,CVT,Black,Black,None reported,Yes,12500,1.6,13,5750.0
Porsche,2013,67522,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,59500,3.4,12,5626.833333333333
MINI,2012,152000,Gasoline,Automatic,White,Black,None reported,Yes,9000,1.6,13,11692.307692307691
Subaru,2019,71273,Gasoline,CVT,Black,Brown,None reported,Yes,23900,2.4,6,11878.833333333334
Subaru,2017,37800,Gasoline,Manual,Blue,Black,None reported,Yes,32500,2.5,8,4725.0
Land,2019,42000,Gasoline,Unknown,White,Black,None reported,Yes,48990,3.0,6,7000.0
Kia,2022,10101,Plug-In Hybrid,Automatic,White,unknown,None reported,Yes,44990,1.6,3,3367.0
Chevrolet,2022,7900,Gasoline,Automatic,White,Red,None reported,Yes,92500,6.2,3,2633.333333333333
Tesla,2020,45468,Gasoline,Automatic,Silver,White,None reported,Yes,45999,Unknown,5,9093.6
Nissan,2017,187141,Gasoline,Automatic,Black,Black,None reported,Yes,16995,5.6,8,23392.625
Porsche,2014,99100,Gasoline,Automatic,White,Black,None reported,Yes,32000,4.8,11,9009.09090909091
Subaru,2021,33500,Gasoline,CVT,Blue,Brown,None reported,Yes,34000,2.4,4,8375.0
Acura,2016,102665,Gasoline,Automatic,Black,Black,None reported,Yes,15450,3.5,9,11407.222222222224
Ford,2001,52675,Gasoline,Manual,Black,Black,None reported,Yes,16995,4.6,24,2194.7916666666665
BMW,2017,59203,Gasoline,Automatic,White,unknown,None reported,Yes,23000,2.0,8,7400.375
Mercedes-Benz,2009,60100,Gasoline,Automatic,Black,Black,None reported,Yes,27000,5.5,16,3756.25
Audi,2021,43238,Gasoline,Unknown,Black,Red,None reported,Yes,76400,4.0,4,10809.5
MINI,2007,118000,Gasoline,Automatic,Beige,Black,None reported,Yes,3600,1.6,18,6555.555555555556
Ford,2021,17300,Gasoline,Automatic,Yellow,Black,None reported,Yes,31000,2.3,4,4325.0
Audi,2016,64800,Gasoline,Automatic,White,Brown,None reported,Yes,50000,4.0,9,7200.0
Mercedes-Benz,2022,1408,Gasoline,Automatic,Blue,unknown,None reported,No,46798,2.0,3,469.3333333333333
Volkswagen,2015,15167,Diesel,Automatic,Gold,Black,None reported,Yes,35000,3.0,10,1516.7
Porsche,2016,64600,Gasoline,Automatic,White,Red,None reported,Yes,41000,3.6,9,7177.777777777777
Jeep,2022,31112,Gasoline,Automatic,Black,Black,None reported,Yes,83000,6.4,3,10370.666666666666
Tesla,2018,23250,Gasoline,Automatic,Gray,White,None reported,Yes,57000,Unknown,7,3321.428571428572
MINI,2011,63500,Gasoline,Manual,Silver,Black,None reported,Yes,10500,1.6,14,4535.714285714285
RAM,2022,13464,Gasoline,Automatic,Black,Black,None reported,No,46999,5.7,3,4488.0
Chevrolet,2001,64776,Gasoline,Automatic,Black,Gray,None reported,Yes,7500,3.8,24,2699.0
Jeep,2022,9601,Gasoline,Automatic,Gray,Black,None reported,No,33498,3.2,3,3200.333333333333
BMW,2013,135000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000,4.4,12,11250.0
Volvo,2013,208864,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7500,3.2,12,17405.333333333332
INFINITI,2016,49872,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,21500,3.0,9,5541.333333333333
MINI,2009,90367,Gasoline,Manual,Red,Black,None reported,Yes,9250,1.6,16,5647.9375
Porsche,2014,36670,Gasoline,Unknown,White,Black,None reported,Yes,82499,3.8,11,3333.6363636363635
Jeep,2023,3752,Gasoline,Automatic,Red,Black,None reported,Yes,84620,6.4,2,1876.0
Lexus,2021,30761,Gasoline,Automatic,White,Black,None reported,No,44950,3.5,4,7690.25
RAM,2022,13438,Gasoline,Automatic,Black,Black,None reported,No,46599,5.7,3,4479.333333333333
Jeep,2020,9100,Gasoline,Automatic,Red,Black,None reported,Yes,49895,3.6,5,1820.0
Chrysler,2017,100600,Gasoline,Automatic,Black,Black,None reported,Yes,10000,Unknown,8,12575.0
Ford,2011,223824,Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,Yes,4500,2.5,14,15987.42857142857
Audi,2016,96000,Gasoline,Automatic,Black,Black,None reported,Yes,21990,2.0,9,10666.666666666666
Chevrolet,2004,185000,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,10500,5.3,21,8809.52380952381
Porsche,2021,6900,Gasoline,Automatic,White,Beige,None reported,Yes,79999,Unknown,4,1725.0
Honda,2017,96400,Hybrid,CVT,White,Beige,At least 1 accident or damage reported,Yes,18500,2.0,8,12050.0
RAM,2018,67865,Gasoline,Automatic,White,Gray,None reported,Yes,36500,6.4,7,9695.0
Land,2015,64300,E85 Flex Fuel,Unknown,Blue,Black,None reported,Yes,44850,5.0,10,6430.0
Chevrolet,2018,76500,Gasoline,Automatic,White,Black,None reported,Yes,33500,3.6,7,10928.57142857143
GMC,2017,96343,Diesel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,53000,6.6,8,12042.875
Subaru,2018,74600,Gasoline,Unknown,Blue,Black,None reported,Yes,24000,2.0,7,10657.142857142857
Subaru,2014,157530,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,9995,2.5,11,14320.90909090909
Tesla,2022,15000,Gasoline,Automatic,White,White,None reported,Yes,95999,Unknown,3,5000.0
Jeep,2012,80000,Gasoline,Automatic,Orange,Black,None reported,Yes,30000,3.6,13,6153.846153846154
Tesla,2018,83424,Gasoline,Automatic,Gray,Beige,None reported,Yes,45000,Unknown,7,11917.714285714286
Mercedes-Benz,2021,19000,Gasoline,Automatic,Blue,Beige,None reported,Yes,37999,2.0,4,4750.0
Porsche,2013,64000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,67000,3.8,12,5333.333333333333
Mercedes-Benz,2019,34068,Gasoline,Automatic,White,Beige,None reported,Yes,46900,3.0,6,5678.0
Buick,2021,20104,Gasoline,Automatic,Metallic,Black,None reported,Yes,33295,2.0,4,5026.0
Nissan,2022,8400,Gasoline,Automatic,Red,Beige,None reported,Yes,59950,5.6,3,2800.0
Porsche,2021,11938,Gasoline,Unknown,Black,unknown,Unknown,No,209000,3.8,4,2984.5
Chevrolet,2021,24670,Gasoline,Unknown,White,Brown,None reported,Yes,72500,6.2,4,6167.5
Ford,2013,16478,Gasoline,Manual,White,Black,None reported,Yes,66400,5.8,12,1373.1666666666667
Ford,2018,52500,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,35000,5.0,7,7500.0
Porsche,2004,92500,Gasoline,Unknown,Silver,Black,None reported,Yes,12000,4.5,21,4404.761904761905
Mitsubishi,2008,62930,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,10000,3.8,17,3701.764705882353
Lexus,2007,116600,Gasoline,Automatic,White,Gray,None reported,Yes,19975,4.7,18,6477.777777777777
Dodge,2010,172024,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,7500,3.7,15,11468.266666666666
Jeep,2012,57237,Gasoline,Automatic,Black,Black,None reported,Yes,22500,3.6,13,4402.846153846154
Subaru,2020,44600,Gasoline,CVT,Silver,Gray,None reported,Yes,28300,2.5,5,8920.0
Jeep,2013,181830,Gasoline,Manual,Black,Black,None reported,Yes,21000,3.6,12,15152.5
Subaru,2021,39948,Gasoline,Automatic,Silver,Black,None reported,Yes,36791,2.4,4,9987.0
Ford,2017,156453,Diesel,Automatic,White,Beige,None reported,Yes,40000,6.7,8,19556.625
Porsche,2014,156193,Gasoline,Automatic,Silver,Black,None reported,Yes,36000,4.8,11,14199.363636363636
BMW,2020,27989,Gasoline,Automatic,Gray,Black,None reported,Yes,29000,2.0,5,5597.8
Toyota,2014,146700,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,24999,4.0,11,13336.363636363636
GMC,2019,88450,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,42900,6.2,6,14741.666666666666
Toyota,2020,14065,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,27671,2.0,5,2813.0
Subaru,2020,36844,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,No,30427,2.4,5,7368.8
Chevrolet,2020,49000,Gasoline,Automatic,White,Black,None reported,Yes,44900,5.3,5,9800.0
BMW,2013,58000,Gasoline,Automatic,White,Black,None reported,Yes,17900,4.4,12,4833.333333333333
Audi,2021,22800,Hybrid,Automatic,Blue,Brown,None reported,Yes,52000,3.0,4,5700.0
Subaru,2014,78007,Gasoline,Automatic,Blue,Black,None reported,Yes,14750,2.5,11,7091.545454545455
Ford,2020,36500,Diesel,Automatic,Gray,Brown,None reported,Yes,69900,6.7,5,7300.0
Honda,2004,156350,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,3990,2.4,21,7445.238095238095
Lexus,2021,17710,Gasoline,Automatic,White,Red,None reported,Yes,59000,4.6,4,4427.5
Ford,2013,149000,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,7850,3.5,12,12416.666666666666
Subaru,2015,90000,Gasoline,CVT,Silver,Gray,None reported,Yes,16000,2.5,10,9000.0
Ford,2022,9990,Gasoline,Unknown,Silver,Black,None reported,Yes,64500,2.7,3,3330.0
Mercedes-Benz,2019,28663,Gasoline,Automatic,Red,Black,None reported,No,29500,2.0,6,4777.166666666667
Lexus,2015,124250,Gasoline,Automatic,Gray,Orange,At least 1 accident or damage reported,Yes,17900,2.0,10,12425.0
Ford,2017,50780,Diesel,Automatic,White,Black,None reported,Yes,61000,6.7,8,6347.5
Porsche,2006,65000,Gasoline,Manual,Blue,Gray,Unknown,No,43000,3.8,19,3421.0526315789475
Tesla,2022,22457,Gasoline,Automatic,Silver,Black,None reported,No,40036,Unknown,3,7485.666666666667
Toyota,2022,19361,Gasoline,Automatic,Red,Black,None reported,No,38298,3.5,3,6453.666666666667
BMW,2017,43000,Gasoline,Automatic,Black,unknown,None reported,Yes,16500,0.65,8,5375.0
Ford,1993,115000,Gasoline,Automatic,Red,Gray,None reported,Yes,21900,Unknown,32,3593.75
Porsche,2020,2076,Gasoline,Automatic,Gray,Red,None reported,No,115998,Unknown,5,415.2
Porsche,2018,9712,Gasoline,Automatic,Red,Black,None reported,No,188900,4.0,7,1387.428571428571
Mercedes-Benz,2005,131000,Gasoline,Automatic,Gray,Black,None reported,Yes,16500,5.4,20,6550.0
Toyota,2022,31000,Gasoline,Unknown,Gray,Gray,None reported,Yes,43000,3.5,3,10333.333333333334
Volvo,2021,24158,Plug-In Hybrid,Automatic,Gray,Black,None reported,Yes,44900,2.0,4,6039.5
Audi,2016,72865,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22000,3.0,9,8096.111111111111
Mercedes-Benz,2014,89563,Gasoline,Automatic,Blue,Black,None reported,Yes,18995,3.5,11,8142.090909090909
Nissan,2012,72639,Gasoline,CVT,Black,Black,At least 1 accident or damage reported,Yes,15000,1.6,13,5587.615384615385
Mercedes-Benz,2012,79000,Gasoline,Automatic,Black,Black,None reported,Yes,19999,4.6,13,6076.923076923077
Audi,2012,111564,Gasoline,Automatic,White,Black,None reported,Yes,11200,2.0,13,8581.846153846154
Lexus,2018,75000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,38095,4.6,7,10714.285714285714
Ford,2007,169613,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5900,4.0,18,9422.944444444443
Honda,2011,175000,Gasoline,Automatic,Black,Gray,None reported,Yes,9000,3.5,14,12500.0
BMW,2017,98500,Gasoline,Automatic,Black,Black,None reported,Yes,24500,3.0,8,12312.5
Chrysler,2012,53000,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,13750,3.6,13,4076.923076923077
RAM,2015,72200,Diesel,Automatic,Black,Black,None reported,Yes,52500,6.7,10,7220.0
Acura,2005,151600,Gasoline,Manual,Black,Black,None reported,Yes,7899,2.4,20,7580.0
Lotus,2011,20000,Gasoline,Manual,White,Red,None reported,Yes,51000,3.5,14,1428.571428571429
Chevrolet,2010,170000,E85 Flex Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000,5.3,15,11333.333333333334
Ford,2019,69800,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,34600,5.0,6,11633.333333333334
Toyota,2020,26300,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,46199,5.7,5,5260.0
Honda,2007,156111,Gasoline,Unknown,Red,Black,At least 1 accident or damage reported,Yes,5200,1.5,18,8672.833333333334
Chevrolet,2016,172600,Diesel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,32500,6.6,9,19177.777777777777
Honda,2010,145000,Gasoline,Automatic,Green,Black,None reported,Yes,9000,3.5,15,9666.666666666666
Ford,2001,64309,Gasoline,Automatic,White,Gray,None reported,Yes,7500,5.4,24,2679.5416666666665
RAM,2021,15183,Gasoline,Automatic,Black,Black,None reported,Yes,90000,6.2,4,3795.75
Buick,2020,28548,Gasoline,Automatic,Metallic,Black,None reported,No,32063,2.5,5,5709.6
Volkswagen,2022,14000,Gasoline,Automatic,Gray,Black,None reported,Yes,46900,3.6,3,4666.666666666667
Mercedes-Benz,2019,67000,Hybrid,Unknown,Yellow,Black,None reported,Yes,44500,3.0,6,11166.666666666666
Jeep,2017,84786,Gasoline,Automatic,Gray,Black,None reported,Yes,23500,3.6,8,10598.25
Mercedes-Benz,2008,93000,Gasoline,Automatic,Black,Black,None reported,Yes,17800,6.2,17,5470.588235294118
Hyundai,2010,127500,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,6000,3.8,15,8500.0
Ford,2022,8000,Gasoline,Automatic,Blue,Black,None reported,Yes,60999,Unknown,3,2666.6666666666665
GMC,2022,16500,Gasoline,Automatic,Gray,Gray,None reported,Yes,32900,3.6,3,5500.0
Jaguar,2013,55700,Gasoline,Automatic,Black,Black,None reported,Yes,27200,5.0,12,4641.666666666667
Ford,2021,42245,Diesel,Automatic,Black,Black,None reported,No,76598,6.7,4,10561.25
Toyota,2009,78500,Gasoline,Automatic,Silver,unknown,None reported,Yes,12000,2.5,16,4906.25
