brand,model_year,mileage,fuel_type,transmission,exterior_color,interior_color,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Ford,2018,48619,Gasoline,Automatic,Gray,White,None reported,Yes,51499,3.5,7,6945.571428571428
Jeep,2021,51105,Hybrid,Automatic,Black,Black,None reported,Yes,42700,2.0,4,12776.25
Ford,2016,25880,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,25500,3.5,9,2875.555555555556
Tesla,2021,20100,Gasoline,Automatic,Red,Black,None reported,Yes,69995,Unknown,4,5025.0
Toyota,2018,25083,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,34955,3.5,7,3583.285714285714
Audi,2002,69300,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,9995,1.8,23,3013.043478260869
Toyota,2019,46000,Hybrid,CVT,Silver,Black,None reported,Yes,40000,3.5,6,7666.666666666667
Jeep,2008,141485,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,6500,3.7,17,8322.64705882353
Toyota,2018,63990,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,48000,5.7,7,9141.42857142857
Ford,2020,19400,Gasoline,Automatic,White,Black,None reported,Yes,58000,3.5,5,3880.0
Subaru,2013,129858,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,13490,2.0,12,10821.5
Volvo,2012,102000,Gasoline,Automatic,Blue,Beige,None reported,Yes,10800,3.2,13,7846.153846153846
Subaru,2010,8700,Gasoline,Manual,Gray,Black,None reported,Yes,39900,2.5,15,580.0
Chevrolet,2018,49279,Gasoline,Automatic,Red,Gray,None reported,Yes,17500,Unknown,7,7039.857142857143
Chevrolet,2004,148800,Gasoline,Automatic,Red,Black,None reported,Yes,6500,3.8,21,7085.714285714285
Cadillac,2012,160249,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12900,6.2,13,12326.846153846154
Chrysler,2004,45000,Gasoline,Automatic,Gray,Gray,None reported,Yes,6000,3.5,21,2142.8571428571427
Chevrolet,2006,169000,Diesel,Automatic,White,Gray,None reported,Yes,19500,6.6,19,8894.736842105263
Mercedes-Benz,2017,46000,Gasoline,Automatic,Gray,Black,None reported,Yes,56000,4.0,8,5750.0
Ferrari,2019,13900,Gasoline,Unknown,Red,Black,None reported,Yes,315000,3.9,6,2316.6666666666665
Acura,2015,38000,Gasoline,Automatic,White,Black,None reported,Yes,21900,3.5,10,3800.0
Chevrolet,2006,42000,Gasoline,Manual,Orange,Black,None reported,Yes,42000,7.0,19,2210.5263157894738
Lexus,2024,300,Hybrid,Automatic,Black,Black,None reported,Yes,50999,2.5,1,300.0
Mercedes-Benz,2008,120800,Gasoline,Automatic,Red,Beige,None reported,Yes,13900,3.5,17,7105.882352941177
Jeep,2020,76313,Gasoline,Automatic,Yellow,Black,None reported,Yes,35234,2.0,5,15262.6
Chevrolet,2012,104000,E85 Flex Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,16500,5.3,13,8000.0
Lexus,2010,97097,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,22000,4.6,15,6473.133333333333
Jeep,2008,136731,Gasoline,Automatic,Yellow,Gray,None reported,Yes,15900,3.8,17,8043.0
RAM,2017,40200,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,24000,5.7,8,5025.0
Ford,2021,39105,Gasoline,Automatic,Black,unknown,None reported,Yes,44605,3.0,4,9776.25
Mercedes-Benz,2017,23567,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,215000,4.0,8,2945.875
BMW,2021,12500,Gasoline,Automatic,Gray,Blue,At least 1 accident or damage reported,Yes,90000,3.0,4,3125.0
Chevrolet,2019,38900,Gasoline,Automatic,White,Black,None reported,Yes,34700,3.6,6,6483.333333333333
Lincoln,2016,84272,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25221,3.5,9,9363.555555555557
Mercedes-Benz,2016,58375,Gasoline,Automatic,White,Beige,None reported,Yes,24999,3.5,9,6486.111111111111
Ford,2007,7346,Gasoline,Manual,Red,Black,None reported,Yes,40999,5.4,18,408.1111111111111
Dodge,2008,98231,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,15500,6.1,17,5778.294117647059
Jaguar,2007,56000,Gasoline,Automatic,White,Beige,None reported,Yes,18000,4.2,18,3111.1111111111118
Honda,2020,13935,Gasoline,CVT,Gray,Black,None reported,Yes,26000,1.5,5,2787.0
Subaru,2019,30000,Gasoline,CVT,Gray,Black,At least 1 accident or damage reported,Yes,21250,2.0,6,5000.0
Saab,2009,106000,Gasoline,Automatic,Red,Black,None reported,Yes,12950,2.8,16,6625.0
BMW,2014,82978,Gasoline,Automatic,Black,White,None reported,Yes,18700,4.4,11,7543.454545454545
Jeep,2018,58500,Gasoline,Automatic,Black,Black,None reported,Yes,35000,3.6,7,8357.142857142857
Ford,2015,92421,Diesel,Automatic,White,Brown,None reported,Yes,51900,6.7,10,9242.1
Mazda,2020,9927,Gasoline,Automatic,White,Black,None reported,Yes,27518,2.5,5,1985.4
Jeep,2000,122945,Gasoline,Manual,Beige,Brown,None reported,Yes,13900,4.0,25,4917.8
Lexus,2006,110250,Gasoline,Automatic,White,Beige,None reported,Yes,11000,3.3,19,5802.631578947368
INFINITI,2011,103010,Gasoline,Automatic,Black,Beige,None reported,Yes,13500,5.6,14,7357.857142857143
Hyundai,2017,55359,Gasoline,Automatic,Silver,Black,None reported,No,15599,1.6,8,6919.875
Chevrolet,2002,118500,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,5900,5.3,23,5152.173913043478
Rivian,2022,7800,Gasoline,Automatic,Green,Black,None reported,Yes,92500,Unknown,3,2600.0
Land,2020,41500,Hybrid,Automatic,Gray,Gray,None reported,Yes,68000,3.0,5,8300.0
BMW,2020,28000,Gasoline,Automatic,White,White,None reported,Yes,59900,3.0,5,5600.0
Mercedes-Benz,2014,53500,Gasoline,Automatic,Black,Brown,None reported,Yes,24500,3.5,11,4863.636363636364
Honda,2021,33523,Hybrid,Automatic,Silver,Gray,None reported,No,28748,2.0,4,8380.75
Toyota,2016,86300,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,18000,1.8,9,9588.888888888889
Subaru,2022,7738,Gasoline,Unknown,Orange,Black,At least 1 accident or damage reported,Yes,33000,2.4,3,2579.333333333333
Bentley,2020,22001,Gasoline,Automatic,Black,Red,None reported,Yes,173995,6.0,5,4400.2
Ford,2022,14361,Gasoline,Automatic,Black,Black,None reported,Yes,51500,3.0,3,4787.0
Chevrolet,2016,98000,E85 Flex Fuel,Unknown,Gray,Gray,At least 1 accident or damage reported,Yes,30000,5.3,9,10888.888888888889
Chevrolet,2022,30455,Gasoline,Automatic,White,Black,None reported,No,37698,2.7,3,10151.666666666666
Ford,2020,64552,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,36750,3.0,5,12910.4
Lexus,2017,103866,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,24700,3.5,8,12983.25
Land,2019,35650,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,57999,3.0,6,5941.666666666667
Ford,2021,64957,Gasoline,Automatic,Black,Gray,None reported,Yes,39979,3.0,4,16239.25
Dodge,2012,33700,Gasoline,Manual,Black,Black,None reported,Yes,33500,Unknown,13,2592.3076923076924
Chevrolet,2012,96653,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,7500,3.0,13,7434.846153846154
Dodge,2022,29500,Gasoline,Automatic,Gray,Black,None reported,Yes,31000,3.6,3,9833.333333333334
Porsche,2021,7400,Gasoline,Automatic,Red,Black,Unknown,No,116999,3.0,4,1850.0
Volvo,2012,69000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15900,3.0,13,5307.692307692308
Lexus,2005,198000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15500,4.7,20,9900.0
Porsche,2015,23600,Gasoline,Manual,Red,Black,None reported,Yes,132900,3.8,10,2360.0
Volvo,2008,170000,Gasoline,Automatic,White,Beige,None reported,Yes,7000,3.2,17,10000.0
Nissan,2008,76500,Gasoline,Manual,Silver,Red,At least 1 accident or damage reported,Yes,28000,3.5,17,4500.0
Porsche,2007,73500,Gasoline,Automatic,Black,Black,None reported,Yes,75499,3.6,18,4083.3333333333335
Land,2020,29000,Hybrid,Automatic,Black,Black,None reported,Yes,70000,3.0,5,5800.0
Porsche,2017,69404,Plug-In Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29500,3.0,8,8675.5
Lexus,2007,103000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,12900,3.5,18,5722.222222222223
Porsche,2015,70500,Gasoline,Unknown,Silver,Black,At least 1 accident or damage reported,Yes,26500,3.0,10,7050.0
Land,2016,64000,Gasoline,Unknown,White,White,None reported,Yes,36995,5.0,9,7111.111111111111
GMC,2018,63460,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,33000,6.0,7,9065.714285714286
Toyota,2018,32199,Gasoline,Automatic,Silver,Black,None reported,Yes,35500,4.0,7,4599.857142857143
Hyundai,2020,69487,Gasoline,Automatic,White,Black,None reported,Yes,32000,3.8,5,13897.4
GMC,2015,86000,Diesel,Automatic,Gray,Brown,None reported,Yes,49000,6.6,10,8600.0
Genesis,2022,8730,Gasoline,Automatic,White,Red,None reported,No,48219,3.5,3,2910.0
Dodge,2002,70000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,8000,3.9,23,3043.478260869565
Chevrolet,2017,70000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17900,3.6,8,8750.0
Audi,2015,83420,E85 Flex Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,16000,2.0,10,8342.0
Nissan,2003,189000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,2899,2.5,22,8590.90909090909
Porsche,2017,31500,Gasoline,Automatic,Blue,Red,None reported,Yes,97555,3.0,8,3937.5
BMW,2015,85766,Gasoline,Automatic,Gray,Black,None reported,Yes,13000,2.0,10,8576.6
GMC,2018,92800,Gasoline,Automatic,White,Black,None reported,Yes,34000,6.2,7,13257.142857142857
Land,2021,13970,Hybrid,Automatic,Gray,Black,None reported,Yes,75500,3.0,4,3492.5
Porsche,2023,154,Gasoline,Automatic,Green,Black,None reported,No,274900,3.8,2,77.0
Toyota,2000,265000,Gasoline,Automatic,Black,Beige,None reported,Yes,15500,4.7,25,10600.0
Scion,2011,95426,Gasoline,Automatic,Green,Gray,None reported,Yes,8000,2.4,14,6816.142857142857
Honda,2001,119900,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,18000,2.0,24,4995.833333333333
Mazda,2020,23162,Gasoline,Automatic,Red,Black,None reported,Yes,25495,2.5,5,4632.4
BMW,2023,3950,Gasoline,Automatic,White,Blue,None reported,Yes,83500,3.0,2,1975.0
Porsche,2006,80000,Gasoline,Manual,Black,Beige,None reported,Yes,43000,3.8,19,4210.526315789473
Ford,2015,94634,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,32500,6.2,10,9463.4
Chevrolet,2007,65000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,33885,6.0,18,3611.1111111111113
Lexus,2008,100000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500,4.6,17,5882.35294117647
Toyota,2023,500,Hybrid,Automatic,White,Black,None reported,Yes,59500,2.5,2,250.0
Mercedes-Benz,2021,7856,Gasoline,Automatic,Blue,Black,None reported,Yes,425000,4.0,4,1964.0
Audi,2011,181000,Gasoline,Automatic,White,Black,None reported,Yes,5500,2.0,14,12928.57142857143
Mercedes-Benz,2018,48700,Gasoline,Automatic,Blue,Brown,None reported,Yes,27900,2.0,7,6957.142857142857
Porsche,2009,13500,Gasoline,Manual,Gray,Black,None reported,Yes,130000,3.6,16,843.75
Toyota,2017,87500,Gasoline,Automatic,Silver,Black,None reported,Yes,20000,2.0,8,10937.5
Jaguar,2000,45000,Gasoline,Automatic,Silver,Beige,None reported,Yes,12500,4.0,25,1800.0
Chevrolet,1996,85760,Gasoline,Automatic,Silver,Black,None reported,Yes,14500,5.7,29,2957.2413793103447
Tesla,2018,36187,Gasoline,Automatic,White,Black,None reported,Yes,28895,Unknown,7,5169.571428571428
Hyundai,2022,13666,Gasoline,Automatic,Gray,Black,None reported,No,27999,2.5,3,4555.333333333333
Porsche,2007,50500,Gasoline,Manual,Silver,Black,None reported,Yes,56000,3.8,18,2805.555555555556
Lincoln,2021,19291,Gasoline,Automatic,Black,Black,None reported,No,44340,2.0,4,4822.75
Ford,2012,1295,Gasoline,Manual,Silver,Black,None reported,Yes,49990,5.0,13,99.6153846153846
Cadillac,2017,55000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,49900,6.2,8,6875.0
MINI,2010,74000,Gasoline,Manual,Yellow,Black,None reported,Yes,9650,1.6,15,4933.333333333333
Dodge,2022,14976,Gasoline,Automatic,White,Black,None reported,Yes,49999,5.7,3,4992.0
BMW,2018,25348,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,No,33889,3.0,7,3621.142857142857
Chevrolet,2010,23133,Gasoline,Manual,White,Black,None reported,Yes,35000,6.2,15,1542.2
Jaguar,2018,34322,Diesel,Automatic,Blue,Beige,None reported,No,29998,2.0,7,4903.142857142857
Dodge,2021,39960,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28500,5.7,4,9990.0
BMW,2016,76400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,31300,4.4,9,8488.888888888889
Ford,2022,18533,Gasoline,Automatic,White,Black,None reported,Yes,38978,2.3,3,6177.666666666667
GMC,2023,7500,Gasoline,Automatic,Gray,Black,None reported,Yes,92888,6.2,2,3750.0
INFINITI,2022,26520,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,64000,5.6,3,8840.0
Land,2014,59500,E85 Flex Fuel,Automatic,Red,Black,None reported,Yes,33800,3.0,11,5409.090909090909
Honda,2020,44000,Gasoline,Automatic,White,Black,None reported,Yes,34999,3.5,5,8800.0
Pontiac,2001,111000,Gasoline,Automatic,White,Gray,None reported,Yes,11000,3.8,24,4625.0
Toyota,2016,82260,Gasoline,Automatic,Blue,Black,None reported,Yes,31906,4.0,9,9140.0
Porsche,2006,52744,Gasoline,Unknown,Gray,Black,At least 1 accident or damage reported,Yes,37500,3.6,19,2776.0
BMW,2019,28200,Plug-In Hybrid,Unknown,Gray,Beige,At least 1 accident or damage reported,Yes,79950,1.5,6,4700.0
Nissan,2000,194277,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,2300,3.0,25,7771.08
Pontiac,2001,91812,Gasoline,Automatic,Green,Black,None reported,Yes,12850,5.7,24,3825.5
Chevrolet,2018,84224,Gasoline,Automatic,Metallic,Black,None reported,Yes,43775,5.3,7,12032.0
BMW,2018,66690,Gasoline,Unknown,Gray,Black,At least 1 accident or damage reported,Yes,24900,2.0,7,9527.142857142857
Mercedes-Benz,2018,41500,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,39848,3.0,7,5928.571428571428
BMW,2014,85095,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,24900,4.4,11,7735.909090909091
Volvo,2015,39000,Gasoline,Unknown,Silver,Gray,At least 1 accident or damage reported,Yes,17900,2.5,10,3900.0
Tesla,2022,20500,Gasoline,Automatic,Gray,Black,None reported,Yes,46500,Unknown,3,6833.333333333333
Ford,2019,112000,Diesel,Automatic,Black,Black,None reported,Yes,61995,6.7,6,18666.666666666668
Volkswagen,2023,1716,Gasoline,Automatic,Gray,Blue,None reported,No,39998,Unknown,2,858.0
Audi,2016,90360,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15499,2.0,9,10040.0
Ford,2020,82146,Gasoline,Automatic,Gray,Black,None reported,Yes,30825,2.3,5,16429.2
Ford,2020,16850,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,41000,5.0,5,3370.0
Honda,2003,101000,Gasoline,Manual,Silver,Black,None reported,Yes,28000,2.0,22,4590.909090909091
BMW,2015,68750,Gasoline,Manual,Red,Black,None reported,Yes,25999,3.0,10,6875.0
Lamborghini,2018,5858,Gasoline,Automatic,White,Gray,None reported,Yes,491836,6.5,7,836.8571428571429
Dodge,2004,143000,Gasoline,Automatic,Beige,Beige,None reported,Yes,3200,5.7,21,6809.523809523809
Nissan,2005,152270,Gasoline,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,6900,5.6,20,7613.5
Kia,2021,19605,Gasoline,Automatic,White,Black,None reported,No,33591,2.5,4,4901.25
Chevrolet,2020,19200,Gasoline,Automatic,Gray,Black,None reported,Yes,69999,5.3,5,3840.0
Chevrolet,2004,64500,Gasoline,Automatic,Beige,Beige,None reported,Yes,5900,3.4,21,3071.428571428572
Toyota,2011,149000,Gasoline,Automatic,Black,Beige,None reported,Yes,18995,4.0,14,10642.857142857143
McLaren,2018,5918,Gasoline,Automatic,Yellow,Black,None reported,No,179900,3.8,7,845.4285714285714
Pontiac,1997,134033,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,7200,5.7,28,4786.892857142857
Kia,2019,37226,Gasoline,Automatic,White,Black,None reported,No,34998,3.3,6,6204.333333333333
Ford,2017,71924,Gasoline,Automatic,Beige,Beige,None reported,Yes,13700,1.5,8,8990.5
Lamborghini,2021,5718,Gasoline,Automatic,Red,Black,None reported,No,279991,5.2,4,1429.5
Jeep,2014,122200,Gasoline,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,21500,3.6,11,11109.09090909091
Land,2020,37248,Hybrid,Automatic,Silver,Black,None reported,Yes,54500,3.0,5,7449.6
Chevrolet,1999,88750,Gasoline,Automatic,White,Gray,None reported,Yes,6800,4.8,26,3413.4615384615386
Cadillac,2008,64800,Gasoline,Automatic,Black,Black,Unknown,No,24700,4.4,17,3811.764705882353
Ford,2014,112180,Hybrid,Automatic,White,Black,None reported,No,12599,2.0,11,10198.181818181818
RAM,2015,149130,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,35000,6.7,10,14913.0
Tesla,2020,88000,Gasoline,Automatic,Gray,White,None reported,Yes,35500,Unknown,5,17600.0
Toyota,2018,74000,Gasoline,Automatic,White,Black,None reported,Yes,27950,3.5,7,10571.42857142857
Ford,2019,44460,Gasoline,Automatic,Red,Gray,None reported,Yes,34500,2.7,6,7410.0
GMC,2015,96000,Gasoline,Automatic,Blue,Beige,None reported,Yes,17000,3.6,10,9600.0
Porsche,2005,75000,Gasoline,Manual,Silver,Black,Unknown,No,17500,2.7,20,3750.0
Dodge,2014,95000,Gasoline,Unknown,Black,Black,None reported,Yes,17900,5.7,11,8636.363636363636
Land,2016,49799,Gasoline,Automatic,Brown,Brown,None reported,Yes,37500,3.0,9,5533.222222222223
Ford,2006,27407,Gasoline,Manual,Silver,Red,None reported,Yes,21750,4.6,19,1442.4736842105262
Alfa,2020,23339,Gasoline,Automatic,Red,Black,Unknown,No,34645,2.0,5,4667.8
Tesla,2016,74122,Gasoline,Automatic,Black,Black,None reported,Yes,35900,Unknown,9,8235.777777777777
Jaguar,1997,50000,Gasoline,Automatic,White,Beige,None reported,Yes,6000,4.0,28,1785.7142857142858
Mercedes-Benz,2021,14745,Gasoline,Automatic,Gray,unknown,None reported,No,38998,2.0,4,3686.25
Chevrolet,2021,2700,Gasoline,Unknown,Blue,Blue,None reported,Yes,85950,6.2,4,675.0
Buick,2012,190000,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6000,2.0,13,14615.384615384615
Audi,2014,90236,E85 Flex Fuel,Unknown,Gray,Black,None reported,Yes,9999,2.0,11,8203.272727272728
Jeep,2020,4000,Gasoline,Automatic,Silver,Black,None reported,Yes,50000,3.6,5,800.0
Land,2022,2220,Hybrid,Automatic,Blue,White,None reported,Yes,115999,3.0,3,740.0
GMC,2017,124000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,32000,6.2,8,15500.0
Ford,2019,45163,Gasoline,Automatic,Red,unknown,None reported,Yes,35690,2.3,6,7527.166666666667
Volkswagen,2020,49400,Gasoline,Automatic,Black,Brown,None reported,Yes,20900,2.0,5,9880.0
Porsche,2020,11256,Gasoline,Automatic,Red,Black,None reported,Yes,124900,3.0,5,2251.2
Chevrolet,2021,13700,Gasoline,Automatic,White,Red,None reported,Yes,75000,6.2,4,3425.0
Land,2011,174678,Gasoline,Automatic,Black,Black,None reported,Yes,9500,3.2,14,12477.0
Lexus,2022,1600,Hybrid,Automatic,White,Black,None reported,Yes,59000,3.5,3,533.3333333333334
Porsche,2019,15509,Gasoline,Automatic,Green,Black,None reported,No,229900,4.0,6,2584.833333333333
Ford,2020,69849,Gasoline,Automatic,Red,Black,None reported,Yes,48149,3.5,5,13969.8
Toyota,2008,160000,Gasoline,Automatic,White,unknown,At least 1 accident or damage reported,Yes,17000,4.0,17,9411.764705882351
Toyota,2016,40000,Gasoline,Automatic,Silver,Black,None reported,Yes,9500,Unknown,9,4444.444444444444
Ford,2007,228000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3850,4.6,18,12666.666666666666
GMC,2008,187000,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6100,Unknown,17,11000.0
Mercedes-Benz,2015,102000,Gasoline,Automatic,Black,Black,None reported,Yes,17000,2.0,10,10200.0
Cadillac,2016,48000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,24995,3.6,9,5333.333333333333
Chrysler,2012,163500,E85 Flex Fuel,Automatic,Gray,Beige,None reported,Yes,5949,3.6,13,12576.923076923076
Porsche,2023,1500,Gasoline,Automatic,Silver,Black,None reported,Yes,149000,3.0,2,750.0
Porsche,2021,2100,Gasoline,Manual,Yellow,Black,Unknown,No,136900,4.0,4,525.0
Ford,2018,66281,Diesel,Unknown,Gray,Black,None reported,Yes,63500,6.7,7,9468.714285714286
Ford,2021,18000,Gasoline,Automatic,Blue,Black,None reported,Yes,39499,Unknown,4,4500.0
Ford,2014,27300,Gasoline,Automatic,Gray,Gray,None reported,Yes,21500,3.5,11,2481.818181818182
Mazda,2020,19319,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,24899,2.5,5,3863.8
Mercedes-Benz,2016,32936,Gasoline,Unknown,White,Beige,At least 1 accident or damage reported,Yes,90000,5.5,9,3659.555555555556
